@relation winequality-white-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-Llast-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2

@attribute volatileacidity numeric
@attribute chlorides numeric
@attribute freesulfurdioxide numeric
@attribute totalsulfurdioxide numeric
@attribute density numeric
@attribute alcohol numeric
@attribute quality {3,4,5,6,7,8,9}

@data
0.156863,0.139466,0.142857,0.406032,0.242722,0.193548,6
0.127451,0.109792,0.156794,0.361949,0.12512,0.33871,7
0.107843,0.121662,0.04878,0.174014,0.12512,0.290323,7
0.196078,0.106825,0.205575,0.480278,0.155967,0.225806,5
0.196078,0.106825,0.202091,0.491879,0.155967,0.225806,6
0.156863,0.160237,0.055749,0.294664,0.109697,0.387097,7
0.27451,0.086053,0.132404,0.334107,0.076923,0.532258,6
0.098039,0.103858,0.055749,0.190255,0.113553,0.451613,6
0.431373,0.127596,0.097561,0.162413,0.117409,0.209677,5
0.137255,0.148368,0.149826,0.440835,0.113553,0.370968,7
0.068627,0.136499,0.10453,0.317865,0.113553,0.403226,6
0.078431,0.10089,0.080139,0.232019,0.117409,0.370968,6
0.078431,0.115727,0.202091,0.38051,0.117409,0.516129,7
0.078431,0.142433,0.101045,0.206497,0.138616,0.370968,6
0.166667,0.115727,0.209059,0.466357,0.186813,0.241935,5
0.078431,0.163205,0.212544,0.354988,0.236939,0.145161,5
0.303922,0.080119,0.059233,0.241299,0.105842,0.354839,5
0.284314,0.183976,0.146341,0.294664,0.186813,0.193548,5
0.098039,0.106825,0.156794,0.343387,0.086563,0.403226,6
0.058824,0.118694,0.188153,0.417633,0.144399,0.241935,6
0.117647,0.094955,0.114983,0.269142,0.103914,0.548387,7
0.107843,0.029674,0.181185,0.415313,0.123193,0.5,8
0.107843,0.151335,0.160279,0.382831,0.175246,0.403226,6
0.254902,0.234421,0.073171,0.408353,0.109697,0.645161,6
0.068627,0.089021,0.125436,0.264501,0.113553,0.274194,6
0.058824,0.097923,0.156794,0.303944,0.113553,0.354839,6
0.460784,0.091988,0.038328,0.118329,0.163678,0.241935,4
0.156863,0.127596,0.170732,0.276102,0.13476,0.387097,7
0.509804,0.121662,0.167247,0.547564,0.194525,0.209677,4
0.117647,0.133531,0.076655,0.364269,0.148255,0.403226,6
0.254902,0.11276,0.149826,0.517401,0.161751,0.322581,6
0.215686,0.136499,0.148084,0.522042,0.194525,0.354839,6
0.54902,0.697329,0.108014,0.5058,0.215732,0.177419,3
0.088235,0.091988,0.12892,0.322506,0.136688,0.354839,6
0.088235,0.151335,0.055749,0.153132,0.12512,0.435484,5
0.382353,0.103858,0.031359,0.157773,0.163678,0.274194,5
0.068627,0.074184,0.108014,0.220418,0.157895,0.209677,7
0.088235,0.077151,0.038328,0.215777,0.090418,0.483871,5
0.588235,0.11276,0.052265,0.299304,0.152111,0.451613,4
0.191176,0.089021,0.059233,0.153132,0.094274,0.435484,5
0.401961,0.10089,0.055749,0.220418,0.155967,0.435484,4
0.245098,0.115727,0.184669,0.542923,0.267785,0.129032,5
0.127451,0.118694,0.073171,0.197216,0.101986,0.467742,7
0.068627,0.121662,0.076655,0.192575,0.117409,0.403226,5
0.107843,0.109792,0.073171,0.227378,0.127048,0.322581,5
0.22549,0.059347,0.010453,0.12065,0.090418,0.387097,5
0.313725,0.086053,0.045296,0.153132,0.121265,0.193548,5
0.284314,0.077151,0.118467,0.24826,0.074995,0.741935,6
0.156863,0.115727,0.094077,0.331787,0.175246,0.16129,5
0.205882,0.077151,0.055749,0.178654,0.071139,0.532258,5
0.205882,0.121662,0.052265,0.25522,0.175246,0.370968,4
0.176471,0.118694,0.094077,0.236659,0.13476,0.322581,5
0.127451,0.151335,0.083624,0.236659,0.115481,0.435484,6
0.421569,0.249258,0.114983,0.436195,0.211876,0.16129,5
0.215686,0.20178,0.160279,0.364269,0.140544,0.112903,4
0.176471,0.133531,0.097561,0.259861,0.094274,0.580645,7
0.127451,0.181009,0.149826,0.408353,0.182957,0.225806,5
0.176471,0.207715,0.116725,0.480278,0.163678,0.241935,5
0.176471,0.189911,0.118467,0.447796,0.163678,0.241935,5
0.176471,0.186944,0.160279,0.348028,0.150183,0.467742,6
0.137255,0.133531,0.10453,0.271462,0.252362,0.274194,5
0.215686,0.115727,0.209059,0.37819,0.136688,0.177419,6
0.107843,0.083086,0.108014,0.269142,0.100058,0.5,7
0.245098,0.04451,0.02439,0.180974,0.08849,0.741935,7
0.117647,0.065282,0.125436,0.320186,0.115481,0.483871,6
0.284314,0.091988,0.10453,0.364269,0.094274,0.532258,7
0.205882,0.080119,0.090592,0.2529,0.157895,0.467742,7
0.254902,0.115727,0.080139,0.424594,0.154039,0.467742,5
0.460784,0.118694,0.087108,0.410673,0.198381,0.209677,6
0.313725,0.071217,0.090592,0.266821,0.063428,0.758065,7
0.196078,0.115727,0.139373,0.396752,0.198381,0.33871,6
0.176471,0.083086,0.142857,0.285383,0.140544,0.322581,5
0.176471,0.124629,0.188153,0.436195,0.256217,0.290323,5
0.254902,0.109792,0.094077,0.5058,0.155967,0.33871,6
0.068627,0.148368,0.101045,0.2529,0.163678,0.16129,7
0.186275,0.086053,0.174216,0.338747,0.152111,0.225806,6
0.117647,0.115727,0.142857,0.419954,0.238866,0.193548,6
0.147059,0.077151,0.094077,0.308585,0.136688,0.33871,7
0.22549,0.094955,0.195122,0.350348,0.204164,0.096774,5
0.156863,0.053412,0.066202,0.276102,0.094274,0.516129,8
0.156863,0.083086,0.12892,0.264501,0.094274,0.516129,8
0.088235,0.074184,0.052265,0.273782,0.121265,0.419355,7
0.127451,0.118694,0.209059,0.473318,0.260073,0.209677,6
0.127451,0.115727,0.114983,0.392111,0.213804,0.145161,6
0.127451,0.178042,0.076655,0.341067,0.109697,0.419355,6
0.088235,0.086053,0.094077,0.285383,0.142472,0.419355,7
0.156863,0.106825,0.174216,0.403712,0.177174,0.129032,5
0.156863,0.071217,0.080139,0.204176,0.067284,0.483871,8
0.196078,0.091988,0.146341,0.301624,0.163678,0.354839,6
0.205882,0.089021,0.10453,0.257541,0.175246,0.33871,6
0.205882,0.047478,0.034843,0.257541,0.044149,0.967742,7
0.088235,0.05638,0.149826,0.227378,0.071139,0.612903,6
0.078431,0.071217,0.198606,0.322506,0.082707,0.548387,5
0.205882,0.080119,0.013937,0.25058,0.128976,0.435484,5
0.235294,0.05638,0.080139,0.422274,0.09813,0.564516,7
0.284314,0.059347,0.087108,0.180974,0.0615,0.741935,7
0.205882,0.04451,0.038328,0.155452,0.042221,0.741935,7
0.137255,0.133531,0.055749,0.329466,0.155967,0.209677,4
0.098039,0.091988,0.045296,0.201856,0.078851,0.66129,6
0.137255,0.130564,0.184669,0.389791,0.215732,0.306452,6
0.098039,0.11276,0.069686,0.215777,0.127048,0.435484,5
0.431373,0.11276,0.010453,0.039443,0.117409,0.322581,4
0.068627,0.11276,0.108014,0.201856,0.109697,0.387097,8
0.328431,0.091988,0.031359,0.12761,0.09813,0.403226,5
0.362745,0.083086,0.108014,0.480278,0.202236,0.274194,5
0.328431,0.091988,0.031359,0.12761,0.09813,0.403226,5
0.411765,0.097923,0.083624,0.299304,0.198381,0.16129,5
0.02451,0.124629,0.111498,0.225058,0.209948,0.193548,6
0.313725,0.11276,0.097561,0.25058,0.115481,0.33871,6
0.166667,0.091988,0.132404,0.185615,0.076923,0.548387,7
0.27451,0.097923,0.031359,0.266821,0.140544,0.451613,5
0.147059,0.103858,0.059233,0.292343,0.127048,0.467742,5
0.460784,0.11276,0.108014,0.401392,0.198381,0.193548,6
0.034314,0.086053,0.247387,0.364269,0.036437,0.790323,7
0.044118,0.097923,0.076655,0.208817,0.094274,0.645161,7
0.019608,0.11276,0.066202,0.211137,0.109697,0.241935,5
0.166667,0.065282,0.108014,0.25058,0.090418,0.612903,7
0.117647,0.115727,0.118467,0.348028,0.12512,0.177419,6
0.147059,0.11276,0.076655,0.276102,0.140544,0.274194,6
0.303922,0.10089,0.090592,0.354988,0.225371,0.177419,5
0.137255,0.130564,0.087108,0.243619,0.132832,0.322581,5
0.323529,0.097923,0.059233,0.273782,0.157895,0.387097,5
0.166667,0.115727,0.097561,0.352668,0.221515,0.241935,6
0.176471,0.053412,0.236934,0.392111,0.082707,0.693548,8
0.22549,0.065282,0.236934,0.37355,0.121265,0.596774,8
0.196078,0.145401,0.12892,0.287703,0.17139,0.241935,5
0.22549,0.074184,0.083624,0.190255,0.127048,0.564516,5
0.078431,0.198813,0.052265,0.111369,0.096202,0.419355,6
0.254902,0.127596,0.097561,0.317865,0.209948,0.354839,5
0.156863,0.115727,0.087108,0.283063,0.119337,0.403226,5
0.166667,0.11276,0.087108,0.285383,0.119337,0.403226,5
0.235294,0.094955,0.240418,0.49652,0.169462,0.145161,5
0.186275,0.065282,0.045296,0.329466,0.12512,0.419355,5
0.254902,0.094955,0.034843,0.415313,0.157895,0.241935,5
0.088235,0.047478,0.094077,0.236659,0.128976,0.451613,6
0.166667,0.086053,0.205575,0.489559,0.155967,0.241935,5
0.235294,0.097923,0.233449,0.487239,0.169462,0.145161,5
0.509804,0.097923,0.076655,0.162413,0.127048,0.225806,4
0.308824,0.077151,0.083624,0.215777,0.094274,0.419355,6
0.078431,0.083086,0.121951,0.37587,0.184885,0.16129,4
0.245098,0.074184,0.083624,0.37819,0.140544,0.403226,4
0.215686,0.133531,0.073171,0.292343,0.24465,0.16129,6
0.176471,0.569733,0.249129,0.418794,0.136688,0.225806,6
0.058824,0.136499,0.167247,0.334107,0.142472,0.258065,6
0.166667,0.10089,0.094077,0.329466,0.144399,0.354839,7
0.147059,0.142433,0.045296,0.148492,0.109697,0.387097,6
0.156863,0.062315,0.111498,0.278422,0.144399,0.387097,5
0.362745,0.089021,0.038328,0.169374,0.107769,0.241935,5
0.147059,0.103858,0.069686,0.241299,0.128976,0.419355,6
0.117647,0.083086,0.066202,0.150812,0.090418,0.483871,5
0.166667,0.15727,0.062718,0.24594,0.182957,0.306452,6
0.519608,0.062315,0.045296,0.2529,0.159823,0.258065,5
0.127451,0.080119,0.027875,0.25522,0.080779,0.774194,6
0.137255,0.106825,0.101045,0.213457,0.115481,0.548387,5
0.176471,0.080119,0.163763,0.475638,0.221515,0.322581,6
0.166667,0.097923,0.191638,0.38051,0.181029,0.177419,5
0.235294,0.089021,0.094077,0.438515,0.21766,0.225806,7
0.166667,0.097923,0.059233,0.417633,0.155967,0.354839,6
0.352941,0.080119,0.114983,0.366589,0.163678,0.193548,5
0.117647,0.103858,0.101045,0.232019,0.150183,0.225806,5
0.333333,0.059347,0.062718,0.269142,0.17139,0.33871,6
0.176471,0.047478,0.108014,0.290023,0.094274,0.419355,6
0.372549,0.071217,0.132404,0.299304,0.078851,0.774194,7
0.323529,0.166172,0.219512,0.50116,0.206092,0.145161,5
0.235294,0.115727,0.069686,0.406032,0.128976,0.209677,5
0.127451,0.050445,0.132404,0.220418,0.082707,0.5,8
0.127451,0.083086,0.149826,0.310905,0.117409,0.306452,6
0.176471,0.175074,0.010453,0.106729,0.140544,0.258065,5
0.166667,0.04451,0.118467,0.292343,0.148255,0.435484,7
0.176471,0.192878,0.094077,0.227378,0.209948,0.193548,6
0.137255,0.097923,0.148084,0.279582,0.24465,0.177419,7
0.284314,0.047478,0.118467,0.480278,0.179102,0.258065,6
0.137255,0.086053,0.1777,0.306265,0.233083,0.193548,6
0.166667,0.032641,0.041812,0.194896,0.130904,0.435484,7
0.098039,0.053412,0.121951,0.194896,0.094274,0.451613,6
0.088235,0.05638,0.083624,0.153132,0.09813,0.451613,7
0.215686,0.109792,0.114983,0.424594,0.161751,0.16129,5
0.245098,0.118694,0.027875,0.204176,0.08849,0.435484,6
0.245098,0.11276,0.031359,0.443155,0.159823,0.225806,5
0.176471,0.083086,0.205575,0.37587,0.221515,0.129032,6
0.127451,0.065282,0.160279,0.290023,0.08849,0.564516,6
0.147059,0.062315,0.097561,0.269142,0.069211,0.725806,6
0.196078,0.097923,0.041812,0.116009,0.09813,0.403226,6
0.186275,0.163205,0.090592,0.415313,0.167534,0.274194,5
0.235294,0.091988,0.10453,0.338747,0.113553,0.532258,6
0.156863,0.071217,0.031359,0.116009,0.105842,0.451613,6
0.196078,0.106825,0.135889,0.37123,0.169462,0.419355,5
0.284314,0.074184,0.052265,0.194896,0.067284,0.596774,8
0.519608,0.866469,0.076655,0.489559,0.235011,0.193548,5
0.176471,0.053412,0.080139,0.271462,0.113553,0.5,8
0.147059,0.103858,0.047038,0.483759,0.094274,0.483871,6
0.313725,0.074184,0.167247,0.273782,0.094274,0.725806,7
0.196078,0.086053,0.066202,0.24594,0.132832,0.322581,6
0.147059,0.071217,0.094077,0.215777,0.071139,0.693548,7
0.235294,0.041543,0.059233,0.180974,0.059572,0.758065,6
0.098039,0.089021,0.062718,0.234339,0.138616,0.403226,5
0.176471,0.11276,0.080139,0.232019,0.096202,0.725806,6
0.245098,0.071217,0.055749,0.201856,0.076923,0.709677,3
0.205882,0.10089,0.15331,0.531323,0.221515,0.112903,6
0.323529,0.062315,0.132404,0.243619,0.094274,0.709677,7
0.352941,0.071217,0.087108,0.194896,0.094274,0.741935,7
0.303922,0.083086,0.094077,0.283063,0.138616,0.483871,6
0.176471,0.10089,0.156794,0.338747,0.127048,0.33871,6
0.235294,0.080119,0.15331,0.431555,0.113553,0.403226,5
0.156863,0.04451,0.114983,0.24826,0.109697,0.467742,5
0.352941,0.094955,0.114983,0.276102,0.048005,0.887097,7
0.058824,0.094955,0.146341,0.392111,0.159823,0.193548,6
0.098039,0.080119,0.108014,0.412993,0.128976,0.419355,7
0.343137,0.071217,0.118467,0.306265,0.090418,0.854839,7
0.176471,0.083086,0.073171,0.283063,0.140544,0.33871,5
0.568627,0.097923,0.209059,0.519722,0.246578,0.225806,4
0.117647,0.136499,0.135889,0.366589,0.157895,0.419355,7
0.127451,0.109792,0.080139,0.164733,0.094274,0.532258,6
0.098039,0.106825,0.062718,0.148492,0.103914,0.451613,7
0.480392,0.124629,0.15331,0.431555,0.211876,0.387097,5
0.176471,0.074184,0.160279,0.350348,0.155967,0.403226,7
0.161765,0.118694,0.090592,0.327146,0.107769,0.209677,5
0.161765,0.11276,0.076655,0.331787,0.107769,0.209677,6
0.166667,0.083086,0.174216,0.361949,0.076923,0.677419,7
0.078431,0.382789,0.195122,0.327146,0.12512,0.193548,5
0.137255,0.142433,0.094077,0.220418,0.169462,0.370968,6
0.098039,0.109792,0.090592,0.343387,0.144399,0.225806,6
0.088235,0.080119,0.299652,0.49652,0.148255,0.354839,6
0.205882,0.074184,0.219512,0.470998,0.161751,0.16129,6
0.127451,0.080119,0.216028,0.547564,0.154039,0.209677,6
0.147059,0.083086,0.212544,0.526682,0.155967,0.193548,6
0.107843,0.121662,0.101045,0.341067,0.144399,0.225806,6
0.205882,0.089021,0.263066,0.49652,0.140544,0.241935,6
0.058824,0.080119,0.045296,0.148492,0.128976,0.306452,5
0.22549,0.148368,0.118467,0.382831,0.177174,0.5,7
0.196078,0.05638,0.118467,0.24826,0.074995,0.693548,8
0.137255,0.103858,0.149826,0.357309,0.25429,0.096774,7
0.22549,0.091988,0.066202,0.315545,0.182957,0.225806,5
0.264706,0.115727,0.184669,0.419954,0.235011,0.225806,6
0.411765,0.083086,0.073171,0.271462,0.128976,0.467742,5
0.303922,0.474777,0.10453,0.354988,0.181029,0.225806,5
0.137255,0.163205,0.062718,0.285383,0.128976,0.193548,6
0.156863,0.219585,0.027875,0.287703,0.136688,0.451613,6
0.186275,0.047478,0.041812,0.334107,0.109697,0.403226,6
0.078431,0.050445,0.094077,0.303944,0.074995,0.725806,6
0.186275,0.05638,0.083624,0.36891,0.076923,0.66129,7
0.22549,0.089021,0.170732,0.320186,0.204164,0.112903,5
0.362745,0.050445,0.167247,0.329466,0.107769,0.758065,8
0.078431,0.121662,0.132404,0.320186,0.078851,0.548387,7
0.127451,0.068249,0.114983,0.234339,0.069211,0.790323,7
0.235294,0.059347,0.094077,0.232019,0.059572,0.774194,7
0.078431,0.074184,0.045296,0.160093,0.094274,0.516129,6
0.078431,0.071217,0.04878,0.206497,0.132832,0.274194,6
0.147059,0.086053,0.181185,0.422274,0.182957,0.274194,6
0.088235,0.083086,0.041812,0.162413,0.113553,0.370968,6
0.303922,0.062315,0.027875,0.215777,0.113553,0.580645,4
0.323529,0.065282,0.027875,0.215777,0.113553,0.580645,4
0.294118,0.106825,0.097561,0.283063,0.136688,0.467742,6
0.333333,0.106825,0.094077,0.262181,0.103914,0.741935,7
0.254902,0.091988,0.149826,0.357309,0.103914,0.709677,6
0.147059,0.097923,0.149826,0.364269,0.109697,0.564516,5
0.161765,0.106825,0.174216,0.348028,0.152111,0.354839,6
0.117647,0.068249,0.170732,0.387471,0.130904,0.548387,5
0.107843,0.172107,0.12892,0.470998,0.167534,0.258065,6
0.117647,0.077151,0.202091,0.357309,0.155967,0.370968,6
0.5,0.086053,0.205575,0.508121,0.248506,0.209677,5
0.058824,0.121662,0.052265,0.243619,0.148255,0.435484,7
0.156863,0.11276,0.111498,0.222738,0.055716,0.774194,8
0.058824,0.118694,0.073171,0.308585,0.167534,0.241935,5
0.068627,0.109792,0.069686,0.280742,0.148255,0.387097,6
0.088235,0.118694,0.041812,0.197216,0.150183,0.370968,6
0.279412,0.094955,0.121951,0.308585,0.190669,0.306452,6
0.147059,0.089021,0.121951,0.24826,0.107769,0.435484,6
0.166667,0.091988,0.04878,0.350348,0.128976,0.403226,5
0.235294,0.109792,0.041812,0.410673,0.150183,0.258065,5
0.22549,0.091988,0.15331,0.37123,0.157895,0.209677,6
0.117647,0.103858,0.212544,0.354988,0.190669,0.322581,6
0.171569,0.050445,0.132404,0.419954,0.117409,0.516129,6
0.068627,0.089021,0.066202,0.389791,0.107769,0.451613,5
0.068627,0.103858,0.080139,0.201856,0.117409,0.370968,6
0.166667,0.086053,0.198606,0.522042,0.161751,0.129032,5
0.107843,0.103858,0.013937,0.243619,0.082707,0.774194,6
0.343137,0.05638,0.052265,0.243619,0.074995,0.83871,6
0.22549,0.083086,0.090592,0.331787,0.094274,0.33871,6
0.117647,0.249258,0.132404,0.352668,0.101986,0.483871,5
0.078431,0.10089,0.066202,0.401392,0.107769,0.451613,6
0.235294,0.091988,0.090592,0.243619,0.076923,0.774194,7
0.137255,0.097923,0.108014,0.36891,0.167534,0.193548,6
0.176471,0.11276,0.146341,0.366589,0.109697,0.403226,6
0.284314,0.05638,0.038328,0.167053,0.059572,0.596774,6
0.107843,0.127596,0.062718,0.220418,0.132832,0.241935,5
0.127451,0.121662,0.076655,0.229698,0.132832,0.241935,5
0.068627,0.145401,0.076655,0.234339,0.194525,0.129032,6
0.078431,0.121662,0.233449,0.466357,0.256217,0.209677,7
0.127451,0.074184,0.209059,0.396752,0.074995,0.741935,8
0.156863,0.115727,0.083624,0.227378,0.090418,0.709677,6
0.127451,0.11276,0.202091,0.417633,0.152111,0.33871,6
0.205882,0.097923,0.125436,0.352668,0.13476,0.516129,8
0.098039,0.115727,0.132404,0.561485,0.163678,0.322581,5
0.490196,0.071217,0.121951,0.24826,0.169462,0.451613,6
0.078431,0.091988,0.167247,0.259861,0.09813,0.322581,6
0.45098,0.059347,0.038328,0.329466,0.115481,0.387097,5
0.166667,0.148368,0.174216,0.399072,0.21766,0.290323,6
0.147059,0.094955,0.170732,0.361949,0.071139,0.677419,8
0.303922,0.10089,0.118467,0.241299,0.074995,0.758065,8
0.372549,0.089021,0.15331,0.357309,0.109697,0.677419,7
0.264706,0.089021,0.114983,0.354988,0.12512,0.629032,7
0.264706,0.097923,0.045296,0.12065,0.101986,0.387097,4
0.480392,0.074184,0.069686,0.262181,0.08849,0.774194,7
0.284314,0.053412,0.132404,0.280742,0.067284,0.758065,7
0.04902,0.091988,0.142857,0.394432,0.161751,0.16129,5
0.107843,0.091988,0.125436,0.310905,0.069211,0.548387,5
0.137255,0.121662,0.184669,0.422274,0.248506,0.145161,6
0.205882,0.089021,0.142857,0.366589,0.157895,0.209677,6
0.264706,0.115727,0.114983,0.218097,0.076923,0.645161,8
0.107843,0.091988,0.101045,0.285383,0.09813,0.451613,7
0.039216,0.103858,0.188153,0.345708,0.154039,0.403226,6
0.04902,0.086053,0.188153,0.418794,0.148255,0.419355,7
0.166667,0.091988,0.139373,0.24594,0.067284,0.532258,7
0.235294,0.124629,0.045296,0.201856,0.132832,0.241935,4
0.04902,0.109792,0.114983,0.303944,0.107769,0.33871,7
0.058824,0.083086,0.069686,0.199536,0.082707,0.467742,6
0.186275,0.145401,0.059233,0.24594,0.167534,0.145161,5
0.54902,0.47181,0.139373,0.408353,0.21766,0.209677,5
0.196078,0.127596,0.073171,0.24826,0.13476,0.387097,6
0.176471,0.097923,0.135889,0.354988,0.140544,0.645161,7
0.147059,0.068249,0.076655,0.259861,0.059572,0.709677,7
0.215686,0.068249,0.097561,0.280742,0.076923,0.516129,7
0.186275,0.11276,0.013937,0.290023,0.111625,0.548387,6
0.196078,0.121662,0.027875,0.294664,0.113553,0.548387,6
0.196078,0.11276,0.15331,0.285383,0.090418,0.5,7
0.372549,0.133531,0.010453,0.271462,0.094274,0.387097,6
0.294118,0.103858,0.118467,0.331787,0.117409,0.645161,7
0.343137,0.089021,0.076655,0.206497,0.094274,0.693548,7
0.470588,0.106825,0.090592,0.192575,0.132832,0.177419,6
0.27451,0.109792,0.080139,0.215777,0.100058,0.403226,6
0.147059,0.11276,0.010453,0.287703,0.113553,0.548387,6
0.245098,0.097923,0.083624,0.299304,0.163678,0.241935,5
0.401961,0.089021,0.052265,0.24826,0.069211,0.919355,7
0.333333,0.074184,0.045296,0.176334,0.055716,0.870968,6
0.098039,0.103858,0.034843,0.310905,0.090418,0.532258,7
0.107843,0.083086,0.247387,0.396752,0.105842,0.322581,6
0.107843,0.074184,0.108014,0.264501,0.152111,0.33871,6
0.078431,0.059347,0.073171,0.167053,0.055716,0.677419,6
0.053922,0.097923,0.059233,0.213457,0.144399,0.209677,6
0.107843,0.089021,0.087108,0.206497,0.05186,0.693548,7
0.166667,0.121662,0.114983,0.443155,0.221515,0.145161,7
0.117647,0.077151,0.10453,0.171694,0.109697,0.564516,6
0.578431,0.127596,0.191638,0.4942,0.20802,0.209677,6
0.313725,0.103858,0.101045,0.262181,0.132832,0.5,8
0.176471,0.103858,0.094077,0.276102,0.127048,0.467742,8
0.22549,0.10089,0.031359,0.148492,0.128976,0.580645,5
0.303922,0.178042,0.02439,0.25058,0.136688,0.354839,4
0.137255,0.074184,0.034843,0.187935,0.140544,0.403226,8
0.107843,0.071217,0.04878,0.160093,0.113553,0.548387,6
0.117647,0.091988,0.094077,0.2529,0.117409,0.419355,6
0.176471,0.083086,0.12892,0.204176,0.121265,0.580645,6
0.215686,0.077151,0.083624,0.338747,0.103914,0.693548,8
0.205882,0.097923,0.069686,0.266821,0.140544,0.451613,6
0.088235,0.083086,0.184669,0.280742,0.073067,0.532258,6
0.328431,0.086053,0.069686,0.12529,0.117409,0.209677,5
0.147059,0.106825,0.04878,0.276102,0.121265,0.322581,6
0.264706,0.103858,0.055749,0.285383,0.094274,0.354839,5
0.058824,0.091988,0.087108,0.218097,0.086563,0.451613,7
0.196078,0.097923,0.094077,0.296984,0.209948,0.33871,4
0.098039,0.11276,0.052265,0.187935,0.092346,0.580645,6
0.083333,0.124629,0.080139,0.222738,0.103914,0.177419,5
0.166667,0.139466,0.118467,0.50116,0.204164,0.322581,4
0.137255,0.127596,0.083624,0.276102,0.074995,0.548387,6
0.137255,0.106825,0.111498,0.303944,0.055716,0.758065,6
0.166667,0.097923,0.114983,0.341067,0.08849,0.532258,5
0.098039,0.071217,0.090592,0.167053,0.100058,0.387097,7
0.137255,0.124629,0.055749,0.180974,0.109697,0.258065,5
0.303922,0.115727,0.020906,0.25522,0.100058,0.33871,4
0.27451,0.062315,0.04878,0.197216,0.059572,0.66129,7
0.205882,0.065282,0.10453,0.208817,0.042221,0.677419,6
0.147059,0.130564,0.059233,0.197216,0.213804,0.258065,5
0.470588,0.124629,0.170732,0.542923,0.258145,0.193548,5
0.147059,0.121662,0.226481,0.466357,0.154039,0.241935,5
0.166667,0.127596,0.226481,0.50348,0.163678,0.145161,5
0.176471,0.121662,0.188153,0.354988,0.209948,0.129032,5
0.22549,0.142433,0.052265,0.25058,0.109697,0.403226,5
0.166667,0.154303,0.087108,0.25058,0.128976,0.225806,5
0.098039,0.091988,0.111498,0.269142,0.082707,0.677419,6
0.343137,0.071217,0.121951,0.345708,0.161751,0.532258,6
0.117647,0.103858,0.108014,0.280742,0.101986,0.677419,6
0.186275,0.160237,0.114983,0.192575,0.076923,0.677419,6
0.078431,0.136499,0.055749,0.327146,0.08849,0.516129,6
0.107843,0.080119,0.163763,0.37819,0.117409,0.564516,6
0.313725,0.115727,0.031359,0.299304,0.111625,0.209677,5
0.431373,0.074184,0.121951,0.341067,0.167534,0.612903,7
0.127451,0.133531,0.167247,0.515081,0.271641,0.193548,5
0.254902,0.178042,0.146341,0.327146,0.186813,0.193548,5
0.137255,0.103858,0.139373,0.313225,0.074995,0.677419,6
0.029412,0.115727,0.087108,0.287703,0.144399,0.419355,6
0.088235,0.121662,0.094077,0.276102,0.109697,0.709677,6
0.063725,0.115727,0.181185,0.359629,0.144399,0.451613,6
0.107843,0.124629,0.031359,0.296984,0.090418,0.483871,6
0.352941,0.065282,0.15331,0.329466,0.105842,0.758065,8
0.117647,0.103858,0.059233,0.357309,0.115481,0.354839,5
0.166667,0.062315,0.097561,0.201856,0.0615,0.693548,7
0.156863,0.109792,0.045296,0.118329,0.109697,0.290323,5
0.127451,0.127596,0.013937,0.090487,0.076923,0.548387,5
0.117647,0.086053,0.12892,0.276102,0.128976,0.451613,6
0.166667,0.142433,0.038328,0.176334,0.136688,0.241935,4
0,0.121662,0.055749,0.322506,0.142472,0.354839,6
0.421569,0.091988,0.027875,0.220418,0.094274,0.451613,6
0.137255,0.103858,0.12892,0.348028,0.107769,0.564516,6
0.078431,0.139466,0.062718,0.266821,0.148255,0.435484,6
0.166667,0.115727,0.083624,0.266821,0.136688,0.33871,6
0.078431,0.109792,0.191638,0.412993,0.155967,0.387097,6
0.235294,0.130564,0.020906,0.290023,0.167534,0.177419,3
0.196078,0.074184,0.062718,0.271462,0.090418,0.419355,6
0.068627,0.071217,0.052265,0.097448,0.117409,0.225806,6
0.166667,0.133531,0.146341,0.37123,0.256217,0.290323,6
0.176471,0.103858,0.229965,0.49884,0.194525,0.241935,6
0.078431,0.083086,0.174216,0.412993,0.24465,0.209677,5
0.102941,0.062315,0.090592,0.25058,0.090418,0.370968,6
0.117647,0.065282,0.020906,0.204176,0.090418,0.5,5
0.215686,0.109792,0.156794,0.415313,0.179102,0.322581,5
0.254902,0.071217,0.12892,0.396752,0.12512,0.693548,8
0.264706,0.071217,0.139373,0.410673,0.115481,0.709677,8
0.205882,0.062315,0.149826,0.436195,0.128976,0.693548,7
0.529412,0.089021,0.013937,0.12297,0.121265,0.387097,5
0.186275,0.103858,0.114983,0.271462,0.055716,0.66129,7
0.186275,0.094955,0.073171,0.178654,0.082707,0.725806,6
0.421569,0.10089,0.041812,0.338747,0.063428,0.806452,6
0.107843,0.062315,0.083624,0.285383,0.132832,0.483871,7
0.117647,0.091988,0.111498,0.37123,0.128976,0.33871,5
0.215686,0.074184,0.052265,0.259861,0.119337,0.193548,5
